OrderID,Temperature,Humidity,ProductionRate,OperationTime,StartTime
1,25.7,66,0.0,0.0,2024-04-23 08:00:00
1,23.4,64,0.03,0.08,2024-04-23 08:00:05
1,25.2,66,0.05,0.17,2024-04-23 08:00:10
1,25.0,67,0.08,0.25,2024-04-23 08:00:15
1,31.5,67,0.11,0.33,2024-04-23 08:00:20
1,30.8,69,0.14,0.42,2024-04-23 08:00:25
1,27.1,63,0.16,0.5,2024-04-23 08:00:30
1,24.1,61,0.19,0.58,2024-04-23 08:00:35
1,27.2,61,0.22,0.67,2024-04-23 08:00:40
1,32.8,69,0.24,0.75,2024-04-23 08:00:45
1,29.4,60,0.27,0.83,2024-04-23 08:00:50
1,31.0,64,0.3,0.92,2024-04-23 08:00:55
1,24.5,69,0.32,1.0,2024-04-23 08:01:00
1,32.4,62,0.35,1.08,2024-04-23 08:01:05
1,23.7,66,0.38,1.17,2024-04-23 08:01:10
1,24.2,65,0.41,1.25,2024-04-23 08:01:15
1,25.5,63,0.43,1.33,2024-04-23 08:01:20
1,23.4,60,0.46,1.42,2024-04-23 08:01:25
1,32.2,62,0.49,1.5,2024-04-23 08:01:30
1,29.8,64,0.51,1.58,2024-04-23 08:01:35
1,32.5,66,0.54,1.67,2024-04-23 08:01:40
1,32.3,65,0.57,1.75,2024-04-23 08:01:45
1,24.3,68,0.6,1.83,2024-04-23 08:01:50
1,27.8,68,0.62,1.92,2024-04-23 08:01:55
1,28.1,63,0.65,2.0,2024-04-23 08:02:00
1,30.6,64,0.68,2.08,2024-04-23 08:02:05
1,23.5,60,0.7,2.17,2024-04-23 08:02:10
1,26.2,64,0.73,2.25,2024-04-23 08:02:15
1,24.2,64,0.76,2.33,2024-04-23 08:02:20
1,27.2,60,0.78,2.42,2024-04-23 08:02:25
1,23.4,64,0.81,2.5,2024-04-23 08:02:30
1,30.6,66,0.84,2.58,2024-04-23 08:02:35
1,31.5,68,0.87,2.67,2024-04-23 08:02:40
1,25.8,60,0.89,2.75,2024-04-23 08:02:45
1,32.0,64,0.92,2.83,2024-04-23 08:02:50
1,27.4,68,0.95,2.92,2024-04-23 08:02:55
1,29.7,64,0.97,3.0,2024-04-23 08:03:00
1,31.3,63,1.0,3.08,2024-04-23 08:03:05
1,29.6,67,1.03,3.17,2024-04-23 08:03:10
1,28.5,68,1.06,3.25,2024-04-23 08:03:15
1,32.9,61,1.08,3.33,2024-04-23 08:03:20
1,27.8,62,1.11,3.42,2024-04-23 08:03:25
1,27.2,65,1.14,3.5,2024-04-23 08:03:30
1,26.9,64,1.16,3.58,2024-04-23 08:03:35
1,25.9,66,1.19,3.67,2024-04-23 08:03:40
1,29.8,63,1.22,3.75,2024-04-23 08:03:45
1,27.0,67,1.24,3.83,2024-04-23 08:03:50
1,32.3,66,1.27,3.92,2024-04-23 08:03:55
1,29.0,65,1.3,4.0,2024-04-23 08:04:00
1,23.5,66,1.33,4.08,2024-04-23 08:04:05
1,26.4,68,1.35,4.16,2024-04-23 08:04:10
1,28.6,62,1.38,4.25,2024-04-23 08:04:15
1,31.4,67,1.41,4.33,2024-04-23 08:04:20
1,30.9,64,1.43,4.41,2024-04-23 08:04:25
1,30.0,64,1.46,4.5,2024-04-23 08:04:30
1,32.8,60,1.49,4.58,2024-04-23 08:04:35
1,28.2,68,1.52,4.66,2024-04-23 08:04:40
1,24.3,64,1.54,4.75,2024-04-23 08:04:45
1,24.0,62,1.57,4.83,2024-04-23 08:04:50
1,30.5,64,1.6,4.91,2024-04-23 08:04:55
1,27.1,63,1.62,5.0,2024-04-23 08:05:00
1,30.6,65,1.65,5.08,2024-04-23 08:05:05
1,26.5,65,1.68,5.16,2024-04-23 08:05:10
1,25.7,60,1.7,5.25,2024-04-23 08:05:15
1,25.7,63,1.73,5.33,2024-04-23 08:05:20
1,31.9,63,1.76,5.41,2024-04-23 08:05:25
1,25.1,60,1.79,5.5,2024-04-23 08:05:30
1,29.4,61,1.81,5.58,2024-04-23 08:05:35
1,25.7,65,1.84,5.66,2024-04-23 08:05:40
1,31.2,69,1.87,5.75,2024-04-23 08:05:45
1,26.1,62,1.89,5.83,2024-04-23 08:05:50
1,28.7,69,1.92,5.91,2024-04-23 08:05:55
1,30.1,66,1.95,6.0,2024-04-23 08:06:00
1,29.0,61,1.98,6.08,2024-04-23 08:06:05
1,26.5,61,2.0,6.16,2024-04-23 08:06:10
1,26.7,61,2.03,6.25,2024-04-23 08:06:15
1,32.5,65,2.06,6.33,2024-04-23 08:06:20
1,31.5,69,2.08,6.41,2024-04-23 08:06:25
1,29.5,66,2.11,6.5,2024-04-23 08:06:30
1,31.4,61,2.14,6.58,2024-04-23 08:06:35
1,27.0,61,2.16,6.66,2024-04-23 08:06:40
1,27.3,69,2.19,6.75,2024-04-23 08:06:45
1,31.7,67,2.22,6.83,2024-04-23 08:06:50
1,30.0,66,2.25,6.91,2024-04-23 08:06:55
1,27.8,65,2.27,7.0,2024-04-23 08:07:00
1,28.7,61,2.3,7.08,2024-04-23 08:07:05
1,23.5,69,2.33,7.16,2024-04-23 08:07:10
1,28.0,69,2.35,7.25,2024-04-23 08:07:15
1,23.7,66,2.38,7.33,2024-04-23 08:07:20
1,23.2,69,2.41,7.41,2024-04-23 08:07:25
1,28.4,68,2.44,7.5,2024-04-23 08:07:30
1,28.8,68,2.46,7.58,2024-04-23 08:07:35
1,29.6,65,2.49,7.66,2024-04-23 08:07:40
1,30.0,60,2.52,7.75,2024-04-23 08:07:45
1,24.9,64,2.54,7.83,2024-04-23 08:07:50
1,29.4,68,2.57,7.91,2024-04-23 08:07:55
1,23.7,67,2.6,8.0,2024-04-23 08:08:00
1,31.9,67,2.62,8.08,2024-04-23 08:08:05
1,31.5,60,2.65,8.16,2024-04-23 08:08:10
1,24.6,65,2.68,8.25,2024-04-23 08:08:15
1,24.6,68,2.71,8.33,2024-04-23 08:08:20
1,26.5,66,2.73,8.41,2024-04-23 08:08:25
1,30.3,60,2.76,8.5,2024-04-23 08:08:30
1,30.0,60,2.79,8.58,2024-04-23 08:08:35
1,26.1,65,2.81,8.66,2024-04-23 08:08:40
1,29.0,60,2.84,8.75,2024-04-23 08:08:45
1,29.6,69,2.87,8.83,2024-04-23 08:08:50
1,27.7,60,2.9,8.91,2024-04-23 08:08:55
1,23.0,62,2.92,9.0,2024-04-23 08:09:00
1,30.1,63,2.95,9.08,2024-04-23 08:09:05
1,29.9,64,2.98,9.16,2024-04-23 08:09:10
1,26.2,64,3.0,9.25,2024-04-23 08:09:15
1,26.3,63,3.03,9.33,2024-04-23 08:09:20
1,27.7,69,3.06,9.41,2024-04-23 08:09:25
1,26.5,67,3.08,9.5,2024-04-23 08:09:30
1,32.0,67,3.11,9.58,2024-04-23 08:09:35
1,31.2,64,3.14,9.66,2024-04-23 08:09:40
1,31.5,63,3.17,9.75,2024-04-23 08:09:45
1,30.4,61,3.19,9.83,2024-04-23 08:09:50
1,28.1,67,3.22,9.91,2024-04-23 08:09:55
1,30.0,66,3.25,10.0,2024-04-23 08:10:00
1,32.4,65,3.27,10.08,2024-04-23 08:10:05
1,31.8,66,3.3,10.16,2024-04-23 08:10:10
1,27.9,65,3.33,10.25,2024-04-23 08:10:15
1,31.3,66,3.35,10.33,2024-04-23 08:10:20
