OrderID,Temperature,Humidity,ProductionRate,OperationTime,StartTime
4,25.0,64,0.0,0.0,2024-05-10 08:30:00
4,32.0,67,0.03,0.08,2024-05-10 08:30:05
4,27.8,66,0.05,0.17,2024-05-10 08:30:10
4,24.8,68,0.08,0.25,2024-05-10 08:30:15
4,24.3,69,0.11,0.33,2024-05-10 08:30:20
4,23.0,64,0.14,0.42,2024-05-10 08:30:25
4,26.0,62,0.16,0.5,2024-05-10 08:30:30
4,28.8,69,0.19,0.58,2024-05-10 08:30:35
4,28.6,66,0.22,0.67,2024-05-10 08:30:40
4,23.2,69,0.24,0.75,2024-05-10 08:30:45
4,30.8,69,0.27,0.83,2024-05-10 08:30:50
4,26.8,71,0.3,0.92,2024-05-10 08:30:55
4,31.4,68,0.32,1.0,2024-05-10 08:31:00
4,31.6,68,0.35,1.08,2024-05-10 08:31:05
4,24.6,66,0.38,1.17,2024-05-10 08:31:10
4,28.2,71,0.41,1.25,2024-05-10 08:31:15
4,32.4,62,0.43,1.33,2024-05-10 08:31:20
4,31.5,65,0.46,1.42,2024-05-10 08:31:25
4,22.7,71,0.49,1.5,2024-05-10 08:31:30
4,30.6,65,0.51,1.58,2024-05-10 08:31:35
4,24.5,67,0.54,1.67,2024-05-10 08:31:40
4,29.0,71,0.57,1.75,2024-05-10 08:31:45
4,23.3,64,0.6,1.83,2024-05-10 08:31:50
4,29.7,70,0.62,1.92,2024-05-10 08:31:55
4,29.5,70,0.65,2.0,2024-05-10 08:32:00
4,29.1,63,0.68,2.08,2024-05-10 08:32:05
4,23.3,66,0.7,2.17,2024-05-10 08:32:10
4,28.7,70,0.73,2.25,2024-05-10 08:32:15
4,32.5,62,0.76,2.33,2024-05-10 08:32:20
4,25.8,67,0.78,2.42,2024-05-10 08:32:25
4,29.1,68,0.81,2.5,2024-05-10 08:32:30
4,30.0,63,0.84,2.58,2024-05-10 08:32:35
4,24.7,69,0.87,2.67,2024-05-10 08:32:40
4,26.9,64,0.89,2.75,2024-05-10 08:32:45
4,30.5,70,0.92,2.83,2024-05-10 08:32:50
4,32.0,63,0.95,2.92,2024-05-10 08:32:55
4,24.2,71,0.97,3.0,2024-05-10 08:33:00
4,26.2,67,1.0,3.08,2024-05-10 08:33:05
4,23.4,64,1.03,3.17,2024-05-10 08:33:10
4,22.6,64,1.06,3.25,2024-05-10 08:33:15
4,26.6,63,1.08,3.33,2024-05-10 08:33:20
4,29.8,70,1.11,3.42,2024-05-10 08:33:25
4,31.8,64,1.14,3.5,2024-05-10 08:33:30
4,25.7,70,1.16,3.58,2024-05-10 08:33:35
4,23.3,63,1.19,3.67,2024-05-10 08:33:40
4,23.3,65,1.22,3.75,2024-05-10 08:33:45
4,28.0,62,1.24,3.83,2024-05-10 08:33:50
4,25.6,65,1.27,3.92,2024-05-10 08:33:55
4,27.2,70,1.3,4.0,2024-05-10 08:34:00
4,25.2,65,1.33,4.08,2024-05-10 08:34:05
4,25.8,71,1.35,4.16,2024-05-10 08:34:10
4,32.2,67,1.38,4.25,2024-05-10 08:34:15
4,29.8,66,1.41,4.33,2024-05-10 08:34:20
4,22.7,62,1.43,4.41,2024-05-10 08:34:25
4,31.3,70,1.46,4.5,2024-05-10 08:34:30
4,24.4,65,1.49,4.58,2024-05-10 08:34:35
4,28.2,66,1.52,4.66,2024-05-10 08:34:40
4,31.3,68,1.54,4.75,2024-05-10 08:34:45
4,29.4,63,1.57,4.83,2024-05-10 08:34:50
4,25.6,67,1.6,4.91,2024-05-10 08:34:55
4,31.0,63,1.62,5.0,2024-05-10 08:35:00
4,29.7,68,1.65,5.08,2024-05-10 08:35:05
4,30.9,63,1.68,5.16,2024-05-10 08:35:10
4,22.7,71,1.7,5.25,2024-05-10 08:35:15
4,22.6,62,1.73,5.33,2024-05-10 08:35:20
4,30.4,62,1.76,5.41,2024-05-10 08:35:25
4,31.3,71,1.79,5.5,2024-05-10 08:35:30
4,24.5,65,1.81,5.58,2024-05-10 08:35:35
4,22.9,68,1.84,5.66,2024-05-10 08:35:40
4,28.6,70,1.87,5.75,2024-05-10 08:35:45
4,22.9,70,1.89,5.83,2024-05-10 08:35:50
4,26.7,63,1.92,5.91,2024-05-10 08:35:55
4,30.2,70,1.95,6.0,2024-05-10 08:36:00
4,23.7,70,1.98,6.08,2024-05-10 08:36:05
4,25.0,70,2.0,6.16,2024-05-10 08:36:10
4,32.2,70,2.03,6.25,2024-05-10 08:36:15
4,24.5,67,2.06,6.33,2024-05-10 08:36:20
4,27.5,67,2.08,6.41,2024-05-10 08:36:25
4,25.8,66,2.11,6.5,2024-05-10 08:36:30
4,23.9,67,2.14,6.58,2024-05-10 08:36:35
4,28.2,64,2.16,6.66,2024-05-10 08:36:40
4,24.5,66,2.19,6.75,2024-05-10 08:36:45
4,25.7,67,2.22,6.83,2024-05-10 08:36:50
4,25.1,62,2.25,6.91,2024-05-10 08:36:55
4,31.5,68,2.27,7.0,2024-05-10 08:37:00
4,23.1,69,2.3,7.08,2024-05-10 08:37:05
4,28.3,67,2.33,7.16,2024-05-10 08:37:10
4,26.5,66,2.35,7.25,2024-05-10 08:37:15
4,24.4,69,2.38,7.33,2024-05-10 08:37:20
4,28.7,64,2.41,7.41,2024-05-10 08:37:25
4,31.4,68,2.44,7.5,2024-05-10 08:37:30
4,29.9,71,2.46,7.58,2024-05-10 08:37:35
4,23.3,64,2.49,7.66,2024-05-10 08:37:40
